No.,Player,Pos,PER
44,Andre Brown,PF,13.5
54,Kwame Brown,C,11.1
35,Brian Cardinal,PF,7.3
34,Jason Collins,C,5.4
11,Mike Conley,PG,12.6
3,Javaris Crittenton,SG,11.0
16,Pau Gasol,C,20.1
22,Rudy Gay,SF,17.4
23,Casey Jacobsen,SG,4.5
6,Bobby Jones,SF,12.1
7,Tarence Kinsey,SG,10.3
1,Kyle Lowry,PG,14.3
31,Darko Milicic,C,11.0
33,Mike Miller,SG,16.1
2,Juan Carlos Navarro,SG,11.9
3,Jeremy Richardson,SF,-18.1
20,Damon Stoudamire,PG,11.8
4,Stromile Swift,PF,15.9
21,Hakim Warrick,PF,16.2
