No.,Player,Pos,PER
6,Alan Anderson,SG,10.6
44,Bojan Bogdanovic,SF,11.6
22,Markel Brown,SG,9.1
55,Earl Clark,PF,6.7
20,Brandon Davies,PF,8.5
2,Kevin Garnett,PF,14.8
13,Jorge Gutierrez,PG,10.9
0,Jarrett Jack,PG,14.6
21,Cory Jefferson,PF,13.2
7,Joe Johnson,SG,14.1
9,Jerome Jordan,C,16.8
10,Sergey Karasev,SG,10.5
47,Andrei Kirilenko,SF,2.8
11,Brook Lopez,C,22.7
14,Darius Morris,PG,6.7
1,Mason Plumlee,C,18.0
33,Mirza Teletovic,PF,10.7
8,Deron Williams,PG,15.7
30,Thaddeus Young,PF,17.1
