No.,Player,Pos,PER
3,Fred Carter,SG,6.0
45,Phil Chenier,SG,10.9
21,Archie Clark,PG,20.4
35,Terry Driscoll,PF,11.9
25,Gus Johnson,PF,12.2
22,Kevin Loughery,SG,7.0
13,Stan Love,PF,12.8
24,Jack Marin,SF,18.2
10,Earl Monroe,PG,14.7
40,Dorie Murrey,PF,7.8
33,Rich Rinaldi,SG,14.0
6,Mike Riordan,SF,11.8
9,Dave Stallworth,SF,13.0
12,John Tresvant,PF,13.0
41,Wes Unseld,C,16.7
11,Gary Zeller,SG,7.2
