No.,Player,Pos,PER
14,Ken Charles,SG,12.5
15,Ernie DiGregorio,PG,12.3
34,Bernie Harris,PF,3.6
24,Gar Heard,PF,13.6
42,Jack Marin,SF,12.8
11,Bob McAdoo,C,25.8
5,Jim McMillian,SF,14.7
22,Paul Ruffner,C,12.1
54,Dale Schlueter,C,13.1
9,Randy Smith,SG,17.1
12,Jim Washington,PF,10.6
8,Bob Weiss,PG,10.5
3,Lee Winfield,PG,11.8
