No.,Player,Pos,PER
1,Muggsy Bogues,PG,15.3
3,Rex Chapman,SG,12.6
25,Earl Cureton,C,10.1
30,Dell Curry,SG,18.3
14,Rickey Green,PG,12.0
6,Mike Holton,PG,12.3
42,Dave Hoppen,C,11.8
41,Tim Kempton,PF,10.4
32,Greg Kite,C,6.1
22,Ralph Lewis,SG,10.8
35,Sidney Lowe,SG,13.7
31,Kurt Rambis,PF,16.1
50,Robert Reid,SF,12.2
32,Brian Rowsom,PF,15.7
23,Tom Tolbert,SF,10.0
7,Kelly Tripucka,SF,17.7
