No.,Player,Pos,PER
12,Hilton Armstrong,C,12.2
33,Brandon Bass,PF,7.2
23,Devin Brown,SG,14.3
45,Rasual Butler,SF,10.8
6,Tyson Chandler,C,17.0
8,Bobby Jackson,SG,15.1
44,Marc Jackson,PF,11.9
43,Linton Johnson,PF,14.0
24,Desmond Mason,SF,10.8
2,Jannero Pargo,PG,13.4
3,Chris Paul,PG,22.0
22,Cedric Simmons,PF,8.0
16,Peja Stojakovic,SF,15.8
11,Marcus Vinicius,SF,6.9
30,David West,PF,18.9
