No.,Player,Pos,PER
41,Thurl Bailey,SF,16.3
45,Darryl Dawkins,C,-10.6
53,Mark Eaton,C,9.5
14,Rickey Green,PG,13.2
35,Darrell Griffith,SG,12.7
20,Bob Hansen,SG,12.9
25,Eddie Hughes,PG,8.8
43,Marc Iavaroni,PF,8.6
11,Bart Kofoed,SG,1.9
32,Karl Malone,PF,20.7
33,Scott Roth,SF,10.1
22,Carey Scurry,SF,12.8
12,John Stockton,PG,23.2
7,Kelly Tripucka,SF,11.4
54,Melvin Turpin,C,13.8
