No.,Player,Pos,PER
42,Tony Allen,SG,14.7
11,Marcus Banks,PG,12.3
30,Mark Blount,C,12.5
12,Ricky Davis,SG,15.0
7,Tom Gugliotta,PF,5.7
7-8,Al Jefferson,PF,16.6
45,Raef LaFrentz,PF,17.3
0,Walter McCarty,PF,9.0
20,Gary Payton,PG,15.1
43,Kendrick Perkins,C,11.2
34,Paul Pierce,SF,21.8
9,Justin Reed,SF,13.7
88,Antoine Walker,PF,15.4
44,Jiri Welsch,SG,12.1
13,Delonte West,SG,12.3
