No.,Player,Pos,PER
42,Greg Ballard,SF,7.1
44,Michael Cage,PF,14.7
41,Mike Champion,SF,-43.7
3,Dale Ellis,SG,19.7
15,Avery Johnson,PG,10.8
53,Alton Lister,C,13.7
20,John Lucas,PG,16.6
34,Xavier McDaniel,SF,18.6
31,Derrick McKey,SF,15.5
10,Nate McMillan,PG,14.5
23,Olden Polynice,C,10.3
35,Jerry Reynolds,SG,17.6
40,Russ Schoene,PF,12.1
4,Sedale Threatt,PG,16.3
