No.,Player,Pos,PER
18,Gus Bailey,SG,11.8
4,Freddie Boyd,SG,7.7
25,Gail Goodrich,SG,16.2
30,Paul Griffin,PF,10.9
23,Aaron James,SF,13.3
53,Rich Kelley,C,17.8
7,Pete Maravich,SG,17.6
33,Jim McElroy,PG,13.6
31,Joe Meriweather,C,13.7
21,Truck Robinson,PF,15.7
12,Fred Saunders,SF,11.8
00-14,Slick Watts,PG,12.7
22,Nate Williams,SG,14.4
