No.,Player,Pos,PER
,Mike Bantom,SF,13.7
7,Dudley Bradley,SG,13.5
10,Corky Calhoun,SF,10.6
13,Ron Carter,SG,4.2
30,Phil Chenier,SG,8.9
30,Brad Davis,PG,3.9
16,Johnny Davis,PG,13.6
40,James Edwards,C,17.6
22,Alex English,SF,17.7
10-11,Joe Hassett,SG,13.0
45,Clemon Johnson,C,13.9
8,Mickey Johnson,PF,20.3
25,Billy Knight,SF,18.0
5,John Kuester,PG,11.1
30,George McGinnis,PF,14.4
44,Tony Zeno,SF,0.2
