No.,Player,Pos,PER
11,Ron Behagen,PF,16.3
45,Henry Bibby,PG,13.5
4,Freddie Boyd,SG,10.3
12,E.C. Coleman,PF,9.7
31,Mel Counts,C,12.2
23,Aaron James,SF,13.7
53,Rich Kelley,C,19.3
7,Pete Maravich,SG,20.5
33,Jim McElroy,PG,12.5
34,Otto Moore,C,14.2
14,Louie Nelson,SG,12.3
15,Bud Stallworth,SF,12.2
22,Nate Williams,SF,15.9
