No.,Player,Pos,PER
24,Dudley Bradley,SG,-4.0
45,Randy Breuer,C,15.3
34,Terry Cummings,PF,17.4
23,Charles Davis,SF,0.9
21,Conner Henry,SG,6.2
15,Craig Hodges,SG,11.3
53,Dave Hoppen,C,8.2
24,Jay Humphries,PG,8.2
42,Larry Krystkowiak,PF,11.1
10,John Lucas,PG,16.1
3,Pace Mannion,SF,8.0
44,Paul Mokeski,C,8.8
4,Sidney Moncrief,SG,15.2
53,Andre Moore,SF,4.9
22,Ricky Pierce,SG,16.6
25,Paul Pressey,SG,17.0
35,Jerry Reynolds,SF,13.6
43,Jack Sikma,C,17.4
54,John Stroeder,PF,7.0
31,Rickie Winslow,SF,-3.4
