No.,Player,Pos,PER
12,LaMarcus Aldridge,PF,18.2
31,Jeff Ayres,C,12.1
88,Nicolas Batum,SF,17.3
4,Jerryd Bayless,SG,14.3
2,Steve Blake,PG,11.2
21,Marcus Camby,C,17.0
33,Dante Cunningham,PF,14.3
27,Travis Diener,PG,7.3
5,Rudy Fernandez,SG,13.1
6,Juwan Howard,C,10.0
24,Andre Miller,PG,18.1
8,Patrick Mills,PG,11.9
52,Greg Oden,C,23.1
25,Travis Outlaw,SF,14.8
10,Joel Przybilla,C,11.2
42,Shavlik Randolph,PF,16.5
7,Brandon Roy,SG,21.3
44,Anthony Tolliver,PF,-11.5
23,Martell Webster,SF,12.5
