No.,Player,Pos,PER
23,Mark Aguirre,SF,16.7
0,William Bedford,C,15.5
32,Lance Blanks,SG,7.5
4,Joe Dumars,SG,18.0
53,James Edwards,C,12.7
35,Scott Hastings,PF,15.8
12,Gerald Henderson,PG,10.1
15,Vinnie Johnson,SG,12.8
40,Bill Laimbeer,C,14.2
25,John Long,SG,11.9
10,Dennis Rodman,PF,13.9
30,Tree Rollins,C,5.9
22,John Salley,PF,13.6
11,Isiah Thomas,PG,17.4
