No.,Player,Pos,PER
31,Mark Alarie,PF,13.3
33,Terry Catledge,PF,12.6
20,Steve Colter,PG,14.1
21,Ledell Eackles,SG,15.2
22,Dave Feitl,C,8.7
44,Harvey Grant,PF,10.6
23,Charles Jones,C,7.4
23,Charles Jones,C,10.7
51,Charles Jones,PF,7.4
51,Charles Jones,PF,10.7
30,Bernard King,SF,17.7
24,Jeff Malone,SG,16.7
3,Dominic Pressley,PG,5.9
5,Darrell Walker,PG,13.4
34,John Williams,SF,18.8
