No.,Player,Pos,PER
11,J.J. Barea,PG,14.9
8,Michael Beasley,SF,13.0
22,Wayne Ellington,SG,9.4
4,Wesley Johnson,SF,8.0
3,Malcolm Lee,SG,9.3
42,Kevin Love,PF,25.4
31,Darko Milicic,C,9.0
52,Brad Miller,C,10.7
14,Nikola Pekovic,C,21.4
15,Anthony Randolph,PF,17.6
13,Luke Ridnour,SG,13.6
9,Ricky Rubio,PG,14.6
44,Anthony Tolliver,SF,8.3
5,Martell Webster,SF,10.0
7,Derrick Williams,PF,12.9
