No.,Player,Pos,PER
35,Reggie Carter,SG,8.8
25,Bill Cartwright,C,18.4
42,Larry Demic,PF,10.4
34,Mike Glenn,PG,15.0
20,Micheal Ray Richardson,SG,17.1
21,Campy Russell,SF,12.9
31,DeWayne Scales,PF,11.5
40,Marvin Webster,C,10.8
13,Ray Williams,PG,19.0
33,Sly Williams,PF,16.6
44,Mike Woodson,SG,10.9
