No.,Player,Pos,PER
5,William Avery,PG,5.4
4,Chauncey Billups,PG,17.6
7,Terrell Brandon,PG,21.2
1,Maurice Evans,SG,11.5
21,Kevin Garnett,PF,23.8
22,Dean Garrett,C,7.1
25,Marc Jackson,C,9.2
13,Felipe Lopez,SG,7.8
42,Sam Mitchell,SF,9.4
8,Rasho Nesterovic,C,12.9
14,Robert Pack,PG,9.1
44,Anthony Peeler,SG,12.2
32,Joe Smith,C,16.0
10,Wally Szczerbiak,SF,17.1
20,Gary Trent,PF,15.4
3,Loren Woods,C,9.9
