No.,Player,Pos,PER
18,Gus Bailey,SG,6.1
12,Marty Byrnes,SF,10.6
25,Gail Goodrich,SG,13.1
14,Tommie Green,PG,8.3
30,Paul Griffin,PF,10.0
11,James Hardy,SF,10.7
24,Spencer Haywood,PF,17.7
23,Aaron James,SF,12.7
53,Rich Kelley,C,19.9
18,Ron Lee,PG,9.6
7,Pete Maravich,SG,13.4
33,Jim McElroy,PG,16.2
50,Joe Meriweather,C,11.8
21,Truck Robinson,PF,18.0
34,Ira Terrell,SF,8.0
