No.,Player,Pos,PER
14,D.J. Augustin,PG,15.9
4,Derrick Brown,SF,12.4
54,Kwame Brown,C,12.8
33,Matt Carroll,SG,12.2
11,Sherron Collins,PG,3.6
44,Dante Cunningham,PF,13.1
32,Boris Diaw,PF,13.9
7,DeSagana Diop,C,5.4
15,Gerald Henderson,SG,13.2
1,Stephen Jackson,SG,14.6
2,Shaun Livingston,PG,14.3
5,Dominic McGuire,SF,10.4
13,Nazr Mohammed,C,15.9
21,Eduardo Najera,PF,5.5
10,Joel Przybilla,C,0.3
41,Garrett Temple,PG,6.4
12,Tyrus Thomas,C,18.2
3,Gerald Wallace,SF,15.0
8,D.J. White,C,17.7
