No.,Player,Pos,PER
21,David Benoit,SF,13.9
20,Walter Bond,SG,11.8
55,Antoine Carr,C,13.9
42,Tom Chambers,PF,12.5
25,John Crotty,PG,12.2
54,James Donaldson,C,7.9
30,Blue Edwards,SF,10.6
14,Jeff Hornacek,SG,18.6
6,Jay Humphries,SG,-3.2
31,Adam Keefe,SF,15.1
32,Karl Malone,PF,25.1
34,Bryon Russell,SF,11.0
50,Felton Spencer,C,12.3
12,John Stockton,PG,23.3
15,Jamie Watson,SF,9.6
