No.,Player,Pos,PER
40,John Brisker,SG,15.4
32,Fred Brown,SG,19.8
16,Tom Burleson,C,16.1
21,Archie Clark,PG,16.2
25,Rod Derline,SG,12.2
31,Jim Fox,C,14.7
11,Leonard Gray,PF,12.6
24,Spencer Haywood,PF,19.0
42,John Hummer,PF,5.6
30,Wardell Jackson,SF,7.0
43,Kenny McIntosh,SF,4.7
22,Tal Skinner,SF,9.0
20,Dean Tolson,PF,17.6
13,Slick Watts,PG,15.2
