No.,Player,Pos,PER
2,Keith Askins,SF,12.3
12,Bimbo Coles,PG,12.5
21,Ledell Eackles,SG,12.1
35,Kevin Gamble,SF,16.3
52,Matt Geiger,C,12.9
54,Brad Lohaus,PF,12.7
43,Grant Long,PF,6.5
4-32,Harold Miner,PG,8.5
30-32,Billy Owens,SG,15.6
14,Kevin Pritchard,PG,10.3
3,Khalid Reeves,PG,16.9
41,Glen Rice,SF,19.7
22,John Salley,C,11.4
3,Steve Smith,SG,19.5
42,Kevin Willis,PF,16.1
