No.,Player,Pos,PER
45,Cole Aldrich,C,17.7
4,Nick Collison,PF,12.1
14,Daequan Cook,SG,9.2
35,Kevin Durant,SF,26.2
37,Derek Fisher,PG,5.9
13,James Harden,SG,21.1
11,Lazar Hayward,SF,3.1
9,Serge Ibaka,PF,19.0
7,Royal Ivey,SG,4.7
15,Reggie Jackson,PG,9.2
6,Eric Maynor,PG,9.1
8,Nazr Mohammed,C,11.0
5,Kendrick Perkins,C,8.7
33,Ryan Reid,PF,17.6
2,Thabo Sefolosha,SG,9.8
0,Russell Westbrook,PG,22.9
