No.,Player,Pos,PER
7,Michael Brooks,SF,14.0
34,Terry Cummings,PF,19.8
40,James Donaldson,C,15.3
24,Craig Hodges,SG,8.7
22,Hutch Jones,SF,-8.4
20,Greg Kelser,SF,14.6
9,Kevin Loder,SF,-3.9
8,Hank McDowell,PF,9.6
1,Billy McKinney,PG,11.7
10,Norm Nixon,PG,16.9
25,Ricky Pierce,SG,13.2
18,Derek Smith,SG,14.0
9,Linton Townes,SF,9.6
32,Bill Walton,C,17.9
12,Rory White,SF,7.6
33,Jerome Whitehead,C,12.2
