No.,Player,Pos,PER
12,Rick Adelman,PG,11.3
5,Leon Benbow,SG,10.8
35,John Block,PF,17.2
18,Tom Boerwinkle,C,18.6
23,Rowland Garrett,SF,14.2
14,Matt Guokas,SG,10.0
31,Bill Hewitt,PF,10.3
8,Mickey Johnson,PF,17.6
10,Bob Love,PF,15.0
4,Jerry Sloan,SG,14.4
42,Nate Thurmond,C,13.4
2,Norm Van Lier,PG,15.5
25,Chet Walker,SF,19.5
34,Bobby Wilson,SG,20.4
