No.,Player,Pos,PER
8,Walt Bellamy,C,15.2
20,Steve Bracey,PG,12.5
50,John Brown,SF,12.8
3,Herm Gilliam,PG,15.8
23,Lou Hudson,SF,19.5
24,Tom Ingelsby,PG,9.5
13,Dwight Jones,PF,14.6
44,Pete Maravich,SG,20.3
54,Dale Schlueter,C,13.3
22,John Tschogl,SF,7.2
12,Jim Washington,PF,11.9
33,John Wetzel,SG,9.2
