No.,Player,Pos,PER
24,Steve Bucknall,SG,0.0
21,Michael Cooper,SG,9.6
12,Vlade Divac,C,17.5
10,Larry Drew,PG,10.2
45,A.C. Green,PF,14.7
55,Mike Higgins,SF,7.5
32,Magic Johnson,PG,26.6
49,Mel McCants,SF,5.1
31,Mark McNamara,C,11.3
55,Jawann Oldham,C,9.7
4,Byron Scott,SG,14.3
43,Mychal Thompson,C,13.4
3,Jay Vincent,SF,10.2
0,Orlando Woolridge,SF,17.6
42,James Worthy,SF,19.8
