No.,Player,Pos,PER
3,Shareef Abdur-Rahim,SF,20.7
10,Mike Bibby,PG,14.8
32,Pete Chilcutt,PF,9.4
24,Terry Dehere,SG,8.3
52,J.R. Henderson,SF,9.0
14,Carl Herrera,PF,-1.7
13,Felipe Lopez,SG,11.8
7,Sam Mack,SF,13.3
44,Tony Massenburg,PF,15.9
11,Lee Mayberry,PG,7.2
40,Makhtar N'Diaye,PF,3.9
1,Cherokee Parks,C,9.5
50,Bryant Reeves,C,10.4
12,Rodrick Rhodes,SG,0.8
23,Jason Sasser,SF,10.7
34,Michael Smith,PF,14.3
2,Doug West,SG,11.5
6,DeJuan Wheat,PG,12.8
