No.,Player,Pos,PER
12,Leandro Barbosa,PG,13.5
30,Brandon Bass,PF,12.3
0,Avery Bradley,PG,8.8
98,Jason Collins,C,3.0
27,Jordan Crawford,SG,12.0
5,Kevin Garnett,C,19.2
8,Jeff Green,PF,15.0
43,Kris Joseph,SF,-3.2
11,Courtney Lee,SG,11.7
13,Fab Melo,C,4.9
99,Darko Milicic,C,-30.2
34,Paul Pierce,SF,19.1
42,Shavlik Randolph,PF,15.9
9,Rajon Rondo,PG,18.1
7,Jared Sullinger,PF,13.5
4,Jason Terry,SG,12.8
41,Jarvis Varnado,PF,12.8
12,D.J. White,PF,14.7
44,Chris Wilcox,C,15.3
55,Terrence Williams,SF,12.3
