No.,Player,Pos,PER
22,Corey Brewer,SG,12.1
14,Brian Cardinal,PF,6.9
19,Wayne Ellington,SG,9.6
10,Jonny Flynn,PG,13.0
8,Ryan Gomes,SF,12.1
6,Jason Hart,PG,9.3
1,Ryan Hollins,C,11.0
15,Nathan Jawai,C,11.0
25,Al Jefferson,C,19.0
42,Kevin Love,PF,20.7
31,Darko Milicic,C,12.9
11,Sasha Pavlovic,SF,5.4
4,Oleksiy Pecherov,C,12.0
7,Ramon Sessions,PG,12.9
29,Alando Tucker,SF,6.9
3,Damien Wilkins,SF,11.5
