No.,Player,Pos,PER
17,Nate Bowman,C,10.0
7,Em Bryant,PG,11.6
15,Freddie Crawford,SG,9.9
13,Mike Davis,SG,12.6
20,Dick Garrett,PG,11.6
9,Herm Gilliam,SG,13.1
25,Bill Hosket,PF,18.4
45,John Hummer,C,12.0
44,Bob Kauffman,PF,20.9
5,Paul Long,SG,18.4
25,Mike Lynn,SF,2.2
22,Don May,SF,17.1
4-27,Mike Silliman,SF,8.0
35,Cornell Warner,C,11.1
33,George Wilson,PF,10.2
