No.,Player,Pos,PER
3,Shareef Abdur-Rahim,SF,20.2
10,Mike Bibby,PG,16.7
55,Antoine Carr,SF,7.5
8,Michael Dickerson,SG,15.6
54,Obinna Ekezie,PF,11.8
24,Othella Harrington,PF,13.3
43,Grant Long,PF,11.7
13,Felipe Lopez,SG,11.9
5,Milt Palacio,PG,8.8
1,Cherokee Parks,C,11.9
20,Brent Price,PG,9.5
50,Bryant Reeves,C,10.6
9,Dennis Scott,SF,9.4
23,Joe Stephens,SF,10.2
2,Doug West,SG,8.6
