No.,Player,Pos,PER
10,Mike Bibby,PG,14.9
52,Chucky Brown,SF,10.1
13,Doug Christie,SG,15.2
8,Mateen Cleaves,PG,8.8
21,Vlade Divac,C,17.0
51,Lawrence Funderburke,PF,13.8
24,Bobby Jackson,PG,17.3
31,Scot Pollard,C,15.0
25,Brent Price,PG,6.6
52,Jabari Smith,C,7.0
16,Peja Stojakovic,SF,19.3
5,Hedo Turkoglu,SF,14.2
3,Gerald Wallace,SF,13.3
4,Chris Webber,PF,24.4
