No.,Player,Pos,PER
15,Alan Anderson,SF,10.4
35,Lonny Baxter,PF,9.2
10,Keith Bogans,SG,12.4
7,Primoz Brezec,C,15.3
12,Kevin Burleson,PG,5.1
13,Matt Carroll,SG,13.9
2,Melvin Ely,PF,14.3
20,Raymond Felton,PG,14.2
33,Jumaine Jones,PF,12.1
22,Brevin Knight,PG,17.3
42,Sean May,PF,15.3
50,Emeka Okafor,PF,14.9
21,Bernard Robinson,SF,12.0
4,Kareem Rush,SG,9.8
43,Jake Voskuhl,C,11.0
3,Gerald Wallace,SF,21.3
