No.,Player,Pos,PER
11,David Andersen,PF,8.9
1,Trevor Ariza,SF,11.3
32,Jerryd Bayless,PG,7.2
8,Marco Belinelli,SG,12.1
22,Patrick Ewing,SF,0.6
34,Aaron Gray,C,11.0
33,Willie Green,SG,10.8
28,Didier Ilunga-Mbenga,C,9.7
2,Jarrett Jack,SG,14.6
24,Carl Landry,PF,15.2
44,Pops Mensah-Bonsu,PF,-0.1
50,Emeka Okafor,C,16.0
3,Chris Paul,PG,23.7
6,Sasha Pavlovic,SG,2.9
20,Quincy Pondexter,SF,8.5
14,Jason Smith,C,10.8
16,Peja Stojakovic,SF,16.7
5,Marcus Thornton,SG,14.0
30,David West,PF,20.4
