No.,Player,Pos,PER
45,Phil Chenier,SG,15.2
21,Archie Clark,PG,18.3
32,Mike Davis,SG,10.9
35,Terry Driscoll,PF,1.9
11,Elvin Hayes,PF,17.5
13,Stan Love,PF,14.0
30,Tom Patterson,PF,15.5
10,Kevin Porter,PG,12.4
33,Rich Rinaldi,SG,11.4
6,Mike Riordan,SF,15.6
20,Flynn Robinson,SG,13.8
9,Dave Stallworth,SF,11.7
12,John Tresvant,PF,13.3
41,Wes Unseld,C,18.1
