No.,Player,Pos,PER
11,Ron Behagen,PF,15.1
4,Freddie Boyd,PG,12.6
12,E.C. Coleman,PF,9.6
25,Gail Goodrich,SG,16.1
30,Paul Griffin,PF,13.5
14,Mo Howard,SG,13.4
23,Aaron James,SF,14.4
53,Rich Kelley,C,17.6
7,Pete Maravich,SG,19.8
33,Jim McElroy,PG,12.9
34,Otto Moore,C,11.5
15,Bud Stallworth,SF,12.2
41,Andy Walker,SF,13.0
22,Nate Williams,SF,14.7
