No.,Player,Pos,PER
20,Dennis Awtrey,C,7.4
1,Del Beshore,PG,6.4
55,Roger Brown,C,7.0
26,Coby Dietrick,C,12.1
53,Artis Gilmore,C,19.9
34,Dave Greenwood,PF,16.2
27,Ollie Johnson,SF,12.3
13,Dwight Jones,PF,14.9
54,Mark Landsberger,C,15.3
23,Ollie Mack,SG,11.4
17,Scott May,SF,14.9
15,John Mengelt,SG,13.4
28,Sam Smith,SF,14.2
40,Ricky Sobers,PG,12.5
24,Reggie Theus,SG,17.0
