No.,Player,Pos,PER
32,Bob Bigelow,SF,6.0
24,World B. Free,PG,22.1
44,Kevin Kunnert,C,12.8
45,Scott Lloyd,C,-13.2
31,Swen Nater,C,16.9
11,Connie Norman,SG,11.9
40,John Olive,SF,2.0
22,Stan Pietkiewicz,SG,1.6
9,Randy Smith,SG,16.6
14,Brian Taylor,PG,11.1
42,Kermit Washington,PF,15.0
12,Nick Weatherspoon,SF,12.7
33,Jerome Whitehead,C,8.4
21,Sidney Wicks,PF,11.1
20,Freeman Williams,SG,16.1
