No.,Player,Pos,PER
10,Alec Burks,SG,11.5
3,DeMarre Carroll,SF,15.5
40,Jeremy Evans,PF,19.9
15,Derrick Favors,PF,17.5
8,Randy Foye,SG,11.7
20,Gordon Hayward,SF,16.8
25,Al Jefferson,C,20.9
0,Enes Kanter,C,17.6
24,Paul Millsap,PF,19.8
55,Kevin Murphy,SG,-4.5
6,Jamaal Tinsley,PG,10.6
11,Earl Watson,PG,7.7
2,Marvin Williams,SF,10.9
5,Mo Williams,PG,14.4
