No.,Player,Pos,PER
10,Tiny Archibald,PG,18.3
11,Ron Behagen,PF,13.9
41,John Block,PF,13.2
5,Mike D'Antoni,SG,10.4
33,Ken Durrett,SF,13.0
24,Matt Guokas,SG,10.0
21,Don Kojis,SF,15.6
15,Howard Komives,PG,8.1
44,Sam Lacey,C,17.5
23,Ted Manakas,SG,7.2
31,Larry McNeill,PF,20.9
43,Otto Moore,C,15.4
43,Mike Ratliff,C,0.0
23,Ron Riley,PF,11.4
23,Justus Thigpen,SG,20.6
24,Jimmy Walker,SG,14.6
22,Nate Williams,SF,15.5
