No.,Player,Pos,PER
10,Otis Birdsong,SG,20.3
13,Leon Douglas,C,12.5
1,Phil Ford,PG,17.3
22,Gus Gerard,SF,12.2
20,Ernie Grunfeld,SF,13.7
51,Reggie King,PF,16.9
44,Sam Lacey,C,13.5
24,John Lambert,PF,8.1
50,Joe Meriweather,C,12.4
4,Frankie Sanders,SF,13.0
11-12,Lloyd Walton,PG,9.9
15,Scott Wedman,SF,14.8
12,Jo Jo White,PG,10.4
43,Hawkeye Whitney,SG,14.0
