No.,Player,Pos,PER
25,Nick Anderson,SG,16.5
10,Darrell Armstrong,PG,32.4
24,Anthony Bonner,PF,11.3
14,Anthony Bowie,SG,10.4
54,Horace Grant,PF,17.9
43,Geert Hammink,C,9.1
1,Anfernee Hardaway,PG,24.6
45,Jon Koncak,C,7.1
32,Shaquille O'Neal,C,26.4
5,Donald Royal,SF,12.7
3,Dennis Scott,SF,16.1
20,Brian Shaw,PG,10.2
22,Brooks Thompson,PG,16.9
31,Jeff Turner,PF,3.6
42,David Vaughn,PF,6.0
12,Joe Wolf,PF,9.0
