No.,Player,Pos,PER
33,Kareem Abdul-Jabbar,C,28.5
42,Lucius Allen,PG,16.0
34,Dick Cunningham,C,9.1
10,Bob Dandridge,SF,16.2
20,Mickey Davis,SF,12.2
7,Terry Driscoll,C,11.7
9,Gary Gregor,SF,11.9
24,Wali Jones,SG,9.5
21,Russ Lee,SF,13.6
14,Jon McGlocklin,SG,13.5
18,Curtis Perry,PF,12.0
1,Oscar Robertson,PG,17.2
31,Chuck Terry,SF,5.0
