No.,Player,Pos,PER
45,Phil Chenier,SG,17.2
21,Archie Clark,PG,14.4
11,Elvin Hayes,PF,18.2
22,Tom Kozelko,PF,9.4
24,Manny Leaks,C,9.4
15,Louie Nelson,SG,13.7
30,Tom Patterson,SF,11.0
10,Kevin Porter,PG,16.7
33,Rich Rinaldi,SG,4.4
6,Mike Riordan,SF,12.5
42,Dave Stallworth,SF,15.0
41,Wes Unseld,C,11.1
12,Nick Weatherspoon,SF,13.2
31-44,Walt Wesley,C,15.1
