No.,Player,Pos,PER
45,Cole Aldrich,C,7.0
4,Nick Collison,C,10.8
14,Daequan Cook,SG,12.8
35,Kevin Durant,SF,23.6
22,Jeff Green,PF,12.9
13,James Harden,SG,16.4
9,Serge Ibaka,PF,17.7
7,Royal Ivey,SG,8.2
12,Nenad Krstic,C,12.5
6,Eric Maynor,PG,11.7
8,Nazr Mohammed,C,16.0
23,Byron Mullens,PF,3.5
5,Kendrick Perkins,C,9.1
42,Morris Peterson,SG,1.7
3,Nate Robinson,PG,3.3
2,Thabo Sefolosha,SG,10.4
0,Russell Westbrook,PG,23.6
3,D.J. White,PF,10.1
