No.,Player,Pos,PER
27,Marvin Barnes,PF,8.2
23,Joe Bryant,PF,11.1
30,Bob Carrington,SG,5.9
24,World B. Free,SG,22.7
4,Steve Malovic,PF,7.9
31,Swen Nater,C,17.2
40,John Olive,SF,-11.5
22,Stan Pietkiewicz,PG,14.3
7,Bingo Smith,SF,11.4
14,Brian Taylor,PG,13.9
32,Bill Walton,C,22.2
12,Nick Weatherspoon,SF,9.3
33,Jerome Whitehead,C,11.6
21,Sidney Wicks,PF,8.5
20,Freeman Williams,SG,19.4
