No.,Player,Pos,PER
0,Benoit Benjamin,C,11.0
30,Alex Blackwell,SF,8.2
41,Elden Campbell,PF,14.2
35,Doug Christie,SG,12.4
5,Duane Cooper,PG,7.6
12,Vlade Divac,C,17.1
53,James Edwards,C,11.2
45,A.C. Green,PF,16.3
1,Anthony Peeler,SG,13.9
14,Sam Perkins,PF,16.2
4,Byron Scott,SG,14.4
34,Tony Smith,SG,15.2
3,Sedale Threatt,PG,16.5
42,James Worthy,SF,15.6
