No.,Player,Pos,PER
23,Mark Aguirre,SF,13.7
00,William Bedford,C,8.4
32,Lance Blanks,SG,11.9
4,Joe Dumars,SG,15.4
12,Gerald Henderson,PG,10.1
40,Bill Laimbeer,C,12.6
30,Bob McCann,SF,7.3
10,Dennis Rodman,PF,17.0
22,John Salley,PF,14.7
3,Brad Sellers,PF,13.7
14,Charles Thomas,SG,6.1
11,Isiah Thomas,PG,16.0
5,Darrell Walker,SG,10.9
0-6,Orlando Woolridge,SF,14.9
