No.,Player,Pos,PER
17,Mike Brown,C,10.0
40,Dave Corzine,C,13.6
53,Artis Gilmore,C,6.0
54,Horace Grant,PF,13.0
23,Michael Jordan,SG,31.7
34,Charles Oakley,PF,15.4
5,John Paxson,PG,12.3
33,Scottie Pippen,SF,12.9
6,Brad Sellers,SF,10.7
2,Rory Sparrow,PG,8.9
3,Sedale Threatt,PG,13.7
21,Elston Turner,SF,3.1
11,Sam Vincent,PG,16.1
31,Granville Waiters,C,4.2
11,Tony White,PG,0.0
