No.,Player,Pos,PER
0,Andray Blatche,C,21.9
10,Keith Bogans,SG,6.7
9,MarShon Brooks,SG,13.5
2,Josh Childress,SF,7.0
30,Reggie Evans,PF,12.8
43,Kris Humphries,PF,13.6
14,Damion James,SF,
7,Joe Johnson,SG,14.1
24,Kris Joseph,SF,3.7
11,Brook Lopez,C,24.7
20,Tornike Shengelia,SF,8.5
42,Jerry Stackhouse,SF,8.5
41,Tyshawn Taylor,PG,6.2
33,Mirza Teletovic,PF,12.3
45,Gerald Wallace,SF,11.6
1,C.J. Watson,PG,13.9
8,Deron Williams,PG,20.3
