No.,Player,Pos,PER
10,Otis Birdsong,SG,18.5
16,Tom Burleson,C,7.8
12,Terry Crosby,PG,3.5
41,Len Elmore,C,10.6
1,Phil Ford,PG,16.5
22,Gus Gerard,SF,14.1
23,Mike Green,C,10.6
20,Ernie Grunfeld,SF,10.9
51,Reggie King,PF,13.5
44,Sam Lacey,C,14.9
25,Billy McKinney,PG,13.4
4,Marlon Redmond,SG,12.0
52,Bill Robinzine,PF,15.3
15,Scott Wedman,SF,16.9
