No.,Player,Pos,PER
2,Greg Anthony,PG,16.8
42,Vin Baker,C,20.4
4,James Cotton,SG,12.5
9,Dale Ellis,SF,16.6
33,Hersey Hawkins,SG,15.4
44,Stephen Howard,SF,9.8
7,Jerome Kersey,SF,12.6
22,Jim McIlvaine,C,9.5
10,Nate McMillan,SG,12.7
20,Gary Payton,PG,21.6
14,Sam Perkins,PF,13.6
11,Detlef Schrempf,SF,18.7
13,Eric Snow,PG,2.2
15,Aaron Williams,PF,13.4
25,David Wingate,SG,8.6
52,George Zidek,C,2.3
