No.,Player,Pos,PER
25,Tony Bennett,PG,9.9
1,Muggsy Bogues,PG,16.2
40,Frank Brickowski,C,13.4
24,Scott Burrell,SF,10.4
7,Marty Conlon,C,16.7
30,Dell Curry,SG,18.5
43,LeRon Ellis,C,13.5
44,Kenny Gattison,PF,13.3
42,Mike Gminski,C,11.6
3,Hersey Hawkins,SG,15.6
12,Steve Henson,PG,9.7
8,Eddie Johnson,SF,15.9
2,Larry Johnson,PF,16.8
41,Tim Kempton,PF,4.9
33,Alonzo Mourning,C,21.7
22,Johnny Newman,SF,16.9
20,Rumeal Robinson,PG,1.6
40,Lorenzo Williams,PF,3.3
11,David Wingate,SG,10.8
