No.,Player,Pos,PER
7,Em Bryant,PG,9.7
40,Jerry Chambers,SF,12.9
13,Mike Davis,SG,13.5
20,Dick Garrett,SG,11.8
42,Walt Hazzard,PG,15.9
32,Fred Hilton,SG,11.4
25,Bill Hosket,PF,12.7
45,John Hummer,PF,6.4
44,Bob Kauffman,PF,17.7
3,Elmore Smith,C,15.0
9,Randy Smith,SF,15.5
35,Cornell Warner,PF,11.8
