No.,Player,Pos,PER
10,Tiny Archibald,PG,14.0
21-30,Bob Arnzen,SF,14.5
19,Moe Barr,G,11.9
24,Tom Black,C,4.3
24,Connie Dierking,C,-4.5
15,Fred Foster,SF,5.1
20,Johnny Green,PF,19.4
16,Greg Hyder,SF,8.7
22,Darrall Imhoff,C,11.3
44,Sam Lacey,C,12.5
18,Charlie Paulk,PF,11.5
21-30,Flynn Robinson,SG,17.3
5,Tom Van Arsdale,SF,15.0
23,Norm Van Lier,SG,16.2
11-15,Willie Williams,F,8.1
