No.,Player,Pos,PER
22,Matt Barnes,SF,10.6
42,Elton Brand,PF,23.2
1,Keyon Dooling,PG,10.0
14,Predrag Drobnjak,C,12.6
2,Melvin Ely,PF,11.1
5,Eddie House,SG,12.0
20,Marko Jaric,PG,12.6
35,Chris Kaman,C,9.6
9,Randy Livingston,PG,1.7
50,Corey Maggette,SF,20.1
24,Doug Overton,PG,7.4
30,Olden Polynice,C,-9.2
41,Glen Rice,SF,7.3
3,Quentin Richardson,SG,15.1
21,Bobby Simmons,SF,12.6
54,Chris Wilcox,C,15.3
16,Wang Zhizhi,C,28.7
