No.,Player,Pos,PER
8,Antonio Anderson,SF,-1.7
40,Ryan Bowen,SF,31.3
4,Nick Collison,C,13.1
35,Kevin Durant,SF,26.2
22,Jeff Green,PF,13.8
13,James Harden,SG,14.0
9,Serge Ibaka,PF,15.2
12,Nenad Krstic,C,13.7
14,Shaun Livingston,PG,4.7
6,Eric Maynor,PG,11.6
23,Byron Mullens,PF,0.7
7,Kevin Ollie,PG,7.0
2,Thabo Sefolosha,SG,9.8
36,Etan Thomas,C,6.9
5,Kyle Weaver,SG,10.7
0,Russell Westbrook,PG,17.8
3,D.J. White,PF,25.9
29,Mike Wilks,PG,5.9
