No.,Player,Pos,PER
54,Kwame Brown,C,11.7
8,Kobe Bryant,SG,28.0
17,Andrew Bynum,C,7.4
43,Brian Cook,PF,15.6
3,Devean George,SF,11.3
11,Devin Green,SG,4.7
24,Jim Jackson,SF,2.1
2,Aaron McKie,PG,6.1
14,Stanislav Medvedenko,PF,11.0
31,Chris Mihm,C,15.3
7,Lamar Odom,PF,17.0
1,Smush Parker,PG,13.4
9,Laron Profit,SG,11.8
21,Ronny Turiaf,C,12.2
18,Sasha Vujacic,PG,8.4
23,Von Wafer,SG,-1.6
4,Luke Walton,SF,11.6
