No.,Player,Pos,PER
10,Don Adams,SF,11.6
8,Walt Bellamy,C,19.0
32,Bill Bridges,PF,11.0
31,Bob Christian,C,14.0
24,Jim Davis,C,6.2
3,Herm Gilliam,PG,13.1
11,Shaler Halimon,SF,-4.5
42,Jeff Halliburton,SG,12.4
23,Lou Hudson,SG,19.1
44,Pete Maravich,SG,17.5
22,Don May,SF,13.6
54,Tom Payne,C,15.0
20,Larry Siegfried,PG,7.6
30,George Trapp,PF,10.2
40,John Vallely,SG,12.8
12,Jim Washington,PF,12.2
11,Milt Williams,PG,14.3
