No.,Player,Pos,PER
12,Hilton Armstrong,PF,7.5
6,Bobby Brown,PG,10.0
23,Devin Brown,SG,10.9
2,Darren Collison,PG,16.5
34,Aaron Gray,C,18.4
11,Jason Hart,PG,8.5
4,Sean Marks,C,9.0
50,Emeka Okafor,C,16.5
3,Chris Paul,PG,23.7
24,Morris Peterson,SG,9.3
41,James Posey,SF,8.7
9,Darius Songaila,C,11.6
16,Peja Stojakovic,SF,12.4
5,Marcus Thornton,SG,17.4
30,David West,PF,18.9
32,Julian Wright,SF,11.8
