No.,Player,Pos,PER
10,Manute Bol,C,11.2
22,Dudley Bradley,SG,10.2
25,Darren Daye,SF,16.4
21,Kenny Green,SF,11.4
7,Claude Gregory,PF,23.0
15,Frank Johnson,PG,13.7
31,George Johnson,PF,11.5
23,Charles Jones,C,10.5
24,Jeff Malone,SG,16.3
3,Kevin McKenna,SG,10.9
54,Tom McMillen,C,10.4
2,Perry Moss,PG,8.2
4,Cliff Robinson,SF,18.3
5,Dan Roundfield,PF,14.7
43,Jeff Ruland,PF,20.0
2,Ennis Whatley,PG,17.8
20,Freeman Williams,SG,12.5
1,Gus Williams,PG,15.0
32,Leon Wood,PG,13.1
